Time(s),Latitude(deg),Longitude(deg),Height(m),North(m/s),East(m/s),Down(m/s)
185.500000,51.509556,-0.160973,38.114495,1.255049,-0.047782,0.059996
186.000000,51.509562,-0.160973,38.105164,1.251924,-0.012744,0.015626
186.500000,51.509569,-0.160973,37.949833,1.244877,-0.001030,0.006408
187.000000,51.509574,-0.160973,37.968913,1.219803,-0.011947,0.009265
187.500000,51.509580,-0.160973,37.940869,1.275518,-0.008427,-0.005569
188.000000,51.509585,-0.160974,37.862754,1.267269,0.002719,0.018686
188.500000,51.509590,-0.160974,37.951119,1.006259,-0.003188,0.069252
189.000000,51.509595,-0.160975,37.904230,0.758490,0.006893,0.015693
189.500000,51.509598,-0.160975,37.925051,0.489457,-0.012849,-0.032417
190.000000,51.509600,-0.160975,38.011174,0.236739,-0.027001,0.018253
190.500000,51.509600,-0.160973,37.940042,0.262820,0.057709,0.043888
191.000000,51.509601,-0.160972,37.930681,0.215969,0.133745,-0.005953
191.500000,51.509602,-0.160970,37.942080,0.166901,0.180280,-0.014139
192.000000,51.509602,-0.160969,37.997583,0.132452,0.231799,0.006240
192.500000,51.509603,-0.160967,38.068903,0.088796,0.239455,-0.048783
193.000000,51.509603,-0.160965,38.082303,0.021476,0.231506,0.004230
193.500000,51.509603,-0.160962,38.136610,-0.067167,0.234657,0.012282
194.000000,51.509603,-0.160961,38.190340,-0.139243,0.220415,-0.017779
194.500000,51.509602,-0.160960,38.172250,-0.180246,0.183510,-0.022822
195.000000,51.509602,-0.160959,38.155232,-0.198594,0.120949,-0.016215
195.500000,51.509600,-0.160958,38.277382,-0.256776,0.100286,-0.019955
196.000000,51.509599,-0.160957,38.319719,-0.246737,0.000143,-0.003375
196.500000,51.509597,-0.160957,38.285533,-0.508628,0.009619,0.038414
197.000000,51.509594,-0.160958,38.215549,-0.753864,0.016505,-0.042771
197.500000,51.509591,-0.160958,38.227992,-1.009520,0.002958,0.013777
198.000000,51.509585,-0.160959,38.245878,-1.275647,0.007653,0.005587
198.500000,51.509580,-0.160960,38.226653,-1.269301,0.024041,0.048857
199.000000,51.509574,-0.160958,38.183320,-1.235311,-0.024751,-0.010082
199.500000,51.509568,-0.160959,38.180847,-1.249553,-0.018968,0.003421
200.000000,51.509562,-0.160959,38.154846,-1.239853,0.010533,0.024871
200.500000,51.509557,-0.160959,38.066359,-1.269926,-0.002829,0.009338
201.000000,51.509551,-0.160960,38.068655,-1.275013,0.021533,-0.001907
201.500000,51.509545,-0.160960,37.991255,-1.256828,0.027331,0.014167
202.000000,51.509539,-0.160960,37.988644,-1.253469,0.021944,-0.004036
202.500000,51.509534,-0.160959,37.981188,-1.264327,0.028540,-0.005365
203.000000,51.509529,-0.160959,37.966493,-1.261884,0.002039,-0.001947
203.500000,51.509523,-0.160958,38.007905,-1.263344,0.010807,-0.048449
204.000000,51.509518,-0.160958,38.070879,-1.252655,0.025990,-0.007050
204.500000,51.509512,-0.160958,38.066916,-1.243185,0.033476,-0.040080
205.000000,51.509507,-0.160957,38.039732,-1.238713,0.017882,-0.095033
205.500000,51.509501,-0.160957,38.139040,-1.254078,0.007377,0.001820
206.000000,51.509495,-0.160957,38.122643,-1.269438,-0.009328,-0.015156
206.500000,51.509489,-0.160956,38.185436,-1.227546,-0.017042,-0.020529
207.000000,51.509484,-0.160957,38.180394,-1.236103,-0.022340,-0.019552
207.500000,51.509479,-0.160958,38.202856,-1.238245,-0.022174,-0.035849
208.000000,51.509473,-0.160958,38.216974,-1.244887,-0.006773,-0.028019
208.500000,51.509467,-0.160959,38.231404,-1.237820,-0.039637,-0.032289
209.000000,51.509461,-0.160958,38.323449,-1.250958,0.003444,0.017783
209.500000,51.509455,-0.160958,38.320774,-1.264193,-0.005946,-0.011151
210.000000,51.509449,-0.160958,38.319237,-1.264669,0.026348,0.008861
210.500000,51.509444,-0.160958,38.370159,-1.251433,0.040424,-0.019723
211.000000,51.509438,-0.160958,38.385057,-1.253512,-0.005075,-0.027956
211.500000,51.509432,-0.160957,38.339747,-1.264367,0.040014,0.017406
212.000000,51.509426,-0.160957,38.319732,-1.252096,-0.007784,0.006811
212.500000,51.509420,-0.160958,38.292837,-1.251665,0.001174,-0.059130
213.000000,51.509415,-0.160959,38.257711,-1.244570,-0.052222,0.037318
213.500000,51.509410,-0.160961,38.201341,-1.234863,-0.003605,0.014296
214.000000,51.509404,-0.160960,38.210541,-1.264361,0.003853,0.049230
214.500000,51.509399,-0.160961,38.214933,-1.244328,0.012543,0.065550
215.000000,51.509394,-0.160959,38.099915,-1.224337,0.004810,0.013229
215.500000,51.509388,-0.160959,38.090923,-1.240022,-0.010039,0.034070
216.000000,51.509383,-0.160957,38.037491,-1.244271,-0.019810,0.012090
216.500000,51.509378,-0.160957,37.955258,-1.265550,-0.010384,0.018676
217.000000,51.509372,-0.160957,37.926795,-1.237064,-0.026540,-0.010638
217.500000,51.509367,-0.160957,37.896830,-1.256172,-0.005262,0.009346
218.000000,51.509361,-0.160957,37.917309,-1.241604,0.015112,-0.034355
218.500000,51.509355,-0.160957,38.004483,-1.241453,-0.022627,-0.050268
219.000000,51.509349,-0.160957,38.044804,-1.266036,0.018601,0.008215
219.500000,51.509343,-0.160957,38.068669,-1.265165,0.008483,0.019018
220.000000,51.509338,-0.160957,38.022249,-1.232954,-0.017466,-0.041293
220.500000,51.509333,-0.160956,37.981062,-1.274286,0.016004,0.009814
221.000000,51.509327,-0.160957,37.967212,-1.231588,-0.011632,-0.032216
221.500000,51.509321,-0.160958,37.911108,-1.237909,-0.009202,-0.006217
222.000000,51.509315,-0.160958,37.875262,-1.253654,0.023584,-0.014469
222.500000,51.509310,-0.160957,37.924244,-1.247400,-0.004924,0.018298
223.000000,51.509305,-0.160958,37.912375,-1.242118,-0.012026,0.044533
223.500000,51.509299,-0.160958,37.840046,-1.240505,-0.017772,0.020955
224.000000,51.509294,-0.160959,37.808796,-1.262177,-0.012971,-0.016516
224.500000,51.509289,-0.160959,37.807616,-1.248096,-0.004589,0.032454
225.000000,51.509283,-0.160959,37.905949,-1.260969,0.005729,-0.008294
225.500000,51.509278,-0.160960,37.994961,-1.242312,-0.002387,0.010934
226.000000,51.509272,-0.160961,37.971568,-1.264841,-0.005751,0.032533
226.500000,51.509266,-0.160960,37.936672,-1.249759,-0.003287,0.015718
227.000000,51.509261,-0.160960,37.864052,-1.260436,-0.009055,0.015211
227.500000,51.509255,-0.160960,37.830544,-1.002042,0.020821,-0.003959
228.000000,51.509251,-0.160960,37.789352,-0.761648,0.005835,0.045985
228.500000,51.509248,-0.160961,37.793880,-0.513886,0.001266,-0.021818
229.000000,51.509246,-0.160961,37.837543,-0.255563,-0.019865,0.028414
229.500000,51.509245,-0.160961,37.838842,-0.226042,0.091267,0.022892
230.000000,51.509244,-0.160960,37.905173,-0.228108,0.136757,0.032618
230.500000,51.509242,-0.160959,37.890660,-0.205195,0.179067,0.007367
231.000000,51.509242,-0.160957,37.953962,-0.105166,0.230877,-0.004613
231.500000,51.509242,-0.160955,37.941405,-0.067890,0.243082,-0.031996
232.000000,51.509243,-0.160953,37.918325,0.001102,0.251225,-0.049825
232.500000,51.509242,-0.160951,37.872749,0.058439,0.264774,-0.065436
233.000000,51.509243,-0.160948,37.940317,0.129064,0.213799,-0.010473
233.500000,51.509244,-0.160947,37.920210,0.162957,0.184446,-0.012642
234.000000,51.509246,-0.160946,37.966069,0.213989,0.123330,0.012811
234.500000,51.509247,-0.160946,37.880464,0.228485,0.069173,-0.029847
235.000000,51.509248,-0.160945,37.861653,0.232590,-0.022348,0.069316
235.500000,51.509249,-0.160945,37.776049,0.501575,-0.009620,-0.020810
236.000000,51.509252,-0.160946,37.825271,0.769625,0.003575,-0.014550
236.500000,51.509255,-0.160947,37.799637,1.016697,-0.014008,0.003874
237.000000,51.509260,-0.160946,37.736022,1.260091,0.014314,-0.010351
237.500000,51.509267,-0.160947,37.742796,1.245621,0.009730,-0.044279
238.000000,51.509272,-0.160947,37.712129,1.241589,0.027358,-0.038221
238.500000,51.509278,-0.160947,37.713626,1.244797,0.011497,-0.007516
239.000000,51.509283,-0.160947,37.772077,1.235453,-0.043241,0.004152
239.500000,51.509289,-0.160947,37.746424,1.244441,-0.022953,0.025973
240.000000,51.509294,-0.160947,37.787151,1.242882,-0.024162,0.033650
240.500000,51.509299,-0.160945,37.746931,1.248990,-0.004563,0.052354
241.000000,51.509304,-0.160945,37.574834,1.237046,0.000935,0.026162
241.500000,51.509310,-0.160944,37.518034,1.257067,0.000149,0.036496
242.000000,51.509316,-0.160944,37.572950,1.221806,0.001862,0.052296
242.500000,51.509322,-0.160944,37.564283,1.246614,0.035530,0.013376
243.000000,51.509328,-0.160944,37.537360,1.254856,0.011092,-0.011683
243.500000,51.509333,-0.160945,37.590799,1.257057,-0.028447,0.006442
244.000000,51.509339,-0.160946,37.606574,1.244841,0.008617,0.002917
244.500000,51.509344,-0.160946,37.654115,1.234436,0.003444,0.035829
245.000000,51.509350,-0.160947,37.681355,1.250304,-0.008157,0.049752
245.500000,51.509356,-0.160946,37.646935,1.254861,-0.035474,0.004523
246.000000,51.509361,-0.160945,37.650246,1.214600,0.023909,-0.011966
246.500000,51.509367,-0.160946,37.650242,1.233792,-0.006260,0.025279
247.000000,51.509372,-0.160946,37.645131,1.248797,0.002358,-0.015310
247.500000,51.509377,-0.160945,37.703124,1.224691,0.007492,0.007886
248.000000,51.509383,-0.160946,37.734093,1.245909,-0.010659,0.007916
248.500000,51.509388,-0.160947,37.763621,1.215286,-0.007300,-0.003989
249.000000,51.509394,-0.160947,37.695549,1.252644,-0.013963,-0.016939
249.500000,51.509400,-0.160947,37.744325,1.232359,-0.027287,-0.040102
250.000000,51.509405,-0.160946,37.808367,1.249877,-0.027746,-0.063736
250.500000,51.509411,-0.160948,37.859740,1.226197,-0.030295,0.020432
251.000000,51.509417,-0.160947,37.833053,1.237405,-0.036574,-0.037793
251.500000,51.509422,-0.160948,37.766227,1.254846,-0.028943,0.010616
252.000000,51.509428,-0.160949,37.714314,1.250171,-0.020883,0.009169
252.500000,51.509434,-0.160948,37.714244,1.252677,-0.006457,0.029852
253.000000,51.509440,-0.160947,37.746608,1.226200,-0.013713,0.018902
253.500000,51.509445,-0.160948,37.750655,1.234875,0.010283,-0.028480
254.000000,51.509451,-0.160948,37.684971,1.281309,-0.027674,0.067816
254.500000,51.509456,-0.160947,37.671780,1.252172,-0.024110,0.037975
255.000000,51.509461,-0.160949,37.720760,1.242742,-0.003643,0.025514
255.500000,51.509467,-0.160949,37.730922,1.253333,-0.014174,0.000874
256.000000,51.509471,-0.160948,37.707273,1.257057,-0.001074,-0.014945
256.500000,51.509477,-0.160948,37.738435,1.245932,0.026695,-0.017730
257.000000,51.509483,-0.160948,37.756313,1.259848,-0.002167,0.033958
257.500000,51.509488,-0.160948,37.693739,1.242049,0.016666,-0.025851
258.000000,51.509494,-0.160949,37.646556,1.239181,-0.025105,0.045690
258.500000,51.509499,-0.160949,37.663879,1.265364,-0.007328,-0.006876
259.000000,51.509504,-0.160949,37.654575,1.234300,0.021926,0.010596
259.500000,51.509509,-0.160950,37.615921,1.242907,0.010092,-0.008529
260.000000,51.509515,-0.160950,37.592788,1.265952,0.022390,-0.004925
260.500000,51.509521,-0.160949,37.602891,1.238101,0.036242,-0.025116
261.000000,51.509527,-0.160949,37.580186,1.259258,0.059965,-0.011720
261.500000,51.509532,-0.160950,37.638402,1.265332,0.046575,0.034135
262.000000,51.509537,-0.160949,37.665444,1.270386,0.075695,-0.006056
262.500000,51.509544,-0.160948,37.674114,1.270843,0.055101,-0.017794
263.000000,51.509550,-0.160948,37.699252,1.272618,0.064064,0.021910
263.500000,51.509555,-0.160947,37.667959,1.240497,0.034624,-0.008805
264.000000,51.509560,-0.160947,37.591491,1.236149,0.023057,0.003064
264.500000,51.509565,-0.160945,37.615389,1.245556,0.022722,0.023496
265.000000,51.509571,-0.160945,37.549914,1.235830,0.001889,-0.020444
265.500000,51.509576,-0.160945,37.559568,1.230947,-0.000524,-0.043829
266.000000,51.509583,-0.160944,37.595382,1.249701,0.030758,-0.028822
266.500000,51.509588,-0.160943,37.580097,1.014475,0.003319,0.021503
267.000000,51.509594,-0.160943,37.540776,0.768955,-0.016620,-0.027849
267.500000,51.509597,-0.160942,37.534189,0.506806,0.031319,0.009190
268.000000,51.509600,-0.160941,37.550625,0.255507,-0.006619,-0.003519
268.500000,51.509601,-0.160942,37.483901,0.244856,0.022533,-0.045355
269.000000,51.509602,-0.160941,37.505554,0.195899,0.129724,-0.009777
269.500000,51.509603,-0.160939,37.528999,0.206497,0.185542,-0.005398
270.000000,51.509604,-0.160937,37.522127,0.118466,0.247840,-0.009028
270.500000,51.509605,-0.160934,37.568581,0.069159,0.227520,0.004352
271.000000,51.509605,-0.160931,37.590478,-0.004698,0.266495,-0.038935
271.500000,51.509606,-0.160929,37.561114,-0.055092,0.241379,-0.016807
272.000000,51.509606,-0.160927,37.569130,-0.150301,0.268277,-0.007339
272.500000,51.509606,-0.160924,37.574202,-0.176656,0.198126,-0.064583
273.000000,51.509605,-0.160924,37.580318,-0.241758,0.137852,-0.044183
273.500000,51.509604,-0.160923,37.599133,-0.207827,0.032903,-0.013356
274.000000,51.509604,-0.160923,37.534174,-0.246949,0.009135,-0.067864
274.500000,51.509603,-0.160921,37.499199,-0.511116,0.003026,-0.012048
275.000000,51.509601,-0.160922,37.529381,-0.741797,0.009595,-0.037125
275.500000,51.509598,-0.160922,37.514514,-1.001453,-0.011294,0.009374
276.000000,51.509593,-0.160922,37.484065,-1.257636,-0.001095,-0.012921
276.500000,51.509588,-0.160921,37.494000,-1.287381,-0.006919,0.014996
277.000000,51.509582,-0.160921,37.481632,-1.271651,0.029567,0.030219
277.500000,51.509576,-0.160922,37.441876,-1.266660,0.018100,-0.031067
278.000000,51.509569,-0.160921,37.433306,-1.252098,0.019187,0.001299
278.500000,51.509563,-0.160921,37.483258,-1.239147,0.011916,-0.023899
279.000000,51.509557,-0.160921,37.514575,-1.264286,-0.004173,0.006644
279.500000,51.509551,-0.160921,37.586585,-1.273057,0.009090,0.026480
280.000000,51.509544,-0.160922,37.604756,-1.269264,-0.002282,0.034519
280.500000,51.509538,-0.160923,37.633881,-1.253041,0.002921,-0.007953
281.000000,51.509532,-0.160923,37.614853,-1.241516,0.011845,-0.022043
281.500000,51.509526,-0.160924,37.708343,-1.241767,0.010526,0.049829
282.000000,51.509520,-0.160925,37.648932,-1.231292,-0.016169,0.039922
282.500000,51.509515,-0.160925,37.571236,-1.246372,0.005750,0.074711
283.000000,51.509510,-0.160924,37.558536,-1.245781,-0.009062,0.022774
283.500000,51.509505,-0.160924,37.511907,-1.247081,0.006593,-0.002789
284.000000,51.509499,-0.160924,37.520687,-1.253966,0.014131,0.002043
284.500000,51.509493,-0.160924,37.526109,-1.246520,0.025059,-0.002946
285.000000,51.509486,-0.160924,37.513226,-1.240633,0.053276,-0.020663
285.500000,51.509481,-0.160923,37.534618,-1.239989,0.059441,-0.003049
286.000000,51.509475,-0.160924,37.466885,-1.241759,0.067029,0.001081
286.500000,51.509469,-0.160923,37.483580,-1.236791,0.030735,-0.014040
287.000000,51.509463,-0.160922,37.416778,-1.266716,0.057348,0.045263
287.500000,51.509456,-0.160922,37.350134,-1.255284,0.034010,0.028965
288.000000,51.509451,-0.160922,37.266877,-1.279107,0.045474,-0.002554
288.500000,51.509445,-0.160921,37.252520,-1.258365,0.015122,-0.002912
289.000000,51.509440,-0.160921,37.314482,-1.247683,0.035498,0.021208
289.500000,51.509434,-0.160921,37.349653,-1.259070,0.017362,-0.005862
290.000000,51.509428,-0.160921,37.343215,-1.266622,-0.008415,-0.029023
290.500000,51.509422,-0.160921,37.332367,-1.268380,0.007153,-0.027822
291.000000,51.509416,-0.160921,37.353638,-1.280972,0.013325,-0.011225
291.500000,51.509411,-0.160921,37.331107,-1.253581,0.000749,0.013289
292.000000,51.509405,-0.160921,37.351967,-1.271326,-0.015283,0.005900
292.500000,51.509399,-0.160922,37.328237,-1.275725,-0.009522,-0.030935
293.000000,51.509393,-0.160922,37.310075,-1.258247,-0.006600,0.009725
293.500000,51.509388,-0.160923,37.214490,-1.248498,-0.028775,0.002792
294.000000,51.509382,-0.160924,37.214708,-1.232126,-0.042736,-0.019077
294.500000,51.509376,-0.160925,37.291439,-1.249829,-0.021201,-0.081562
295.000000,51.509371,-0.160925,37.290417,-1.245558,-0.034970,-0.052310
295.500000,51.509365,-0.160926,37.367474,-1.232359,-0.045490,-0.042110
296.000000,51.509360,-0.160925,37.299208,-1.248094,-0.042904,-0.064490
296.500000,51.509353,-0.160926,37.311691,-1.222148,-0.008775,-0.040416
297.000000,51.509348,-0.160926,37.383750,-1.253004,0.035974,-0.025670
297.500000,51.509343,-0.160926,37.432035,-1.217127,-0.011779,-0.050860
298.000000,51.509337,-0.160927,37.418355,-1.265490,-0.013853,-0.016963
298.500000,51.509331,-0.160927,37.429351,-1.265803,-0.026467,0.025020
299.000000,51.509325,-0.160927,37.337993,-1.234048,-0.016806,0.031954
299.500000,51.509321,-0.160927,37.298342,-1.238467,-0.055991,0.057071
300.000000,51.509316,-0.160928,37.273631,-1.237411,-0.054186,-0.022226
300.500000,51.509311,-0.160929,37.194073,-1.273301,-0.006335,0.012021
301.000000,51.509305,-0.160928,37.202931,-1.254787,-0.002572,0.006052
301.500000,51.509299,-0.160928,37.266831,-1.230390,-0.029799,-0.053834
302.000000,51.509293,-0.160929,37.226936,-1.239413,-0.017423,-0.005664
302.500000,51.509287,-0.160928,37.231830,-1.234688,0.005214,-0.028748
303.000000,51.509281,-0.160928,37.314744,-1.226716,0.011182,-0.033522
303.500000,51.509276,-0.160928,37.304128,-1.249830,-0.017212,0.016660
304.000000,51.509270,-0.160929,37.275415,-1.220346,-0.010826,0.011861
304.500000,51.509264,-0.160929,37.145896,-1.274184,0.001317,0.060526
305.000000,51.509259,-0.160931,37.181669,-1.253239,0.016799,0.000073
305.500000,51.509253,-0.160931,37.197528,-0.966819,0.003938,0.039171
306.000000,51.509249,-0.160931,37.180106,-0.754275,0.020885,-0.001724
306.500000,51.509246,-0.160931,37.200714,-0.503209,-0.033195,0.004069
307.000000,51.509244,-0.160930,37.273254,-0.240439,-0.011351,0.002634
307.500000,51.509243,-0.160932,37.287479,-0.252322,0.071320,-0.019653
308.000000,51.509241,-0.160930,37.225297,-0.208755,0.113326,-0.001495
308.500000,51.509241,-0.160930,37.224838,-0.160511,0.181295,-0.033601
309.000000,51.509241,-0.160928,37.287506,-0.119136,0.230838,-0.040109
309.500000,51.509241,-0.160926,37.330689,-0.075615,0.245565,-0.026831
310.000000,51.509241,-0.160926,37.328474,0.004015,0.219681,0.016509
310.500000,51.509241,-0.160924,37.271254,0.078200,0.243799,0.024067
311.000000,51.509241,-0.160921,37.278634,0.108343,0.240741,0.011457
311.500000,51.509242,-0.160919,37.235914,0.155801,0.182321,0.014144
312.000000,51.509243,-0.160918,37.325242,0.227751,0.130241,-0.027049
312.500000,51.509245,-0.160918,37.369206,0.216019,0.093023,0.015963
313.000000,51.509246,-0.160915,37.356860,0.224940,0.017509,-0.008988
313.500000,51.509247,-0.160914,37.377365,0.487294,0.001821,-0.017173
314.000000,51.509251,-0.160914,37.413219,0.750017,0.016413,-0.017722
314.500000,51.509254,-0.160914,37.315840,0.975006,0.005029,0.009144
315.000000,51.509260,-0.160915,37.290052,1.239792,0.001861,0.010271
315.500000,51.509265,-0.160915,37.293098,1.236003,0.000809,-0.004611
316.000000,51.509270,-0.160915,37.280972,1.238846,0.035437,-0.018148
316.500000,51.509276,-0.160914,37.338719,1.250281,-0.006079,-0.019862
317.000000,51.509281,-0.160915,37.351381,1.270022,0.009201,0.009129
317.500000,51.509286,-0.160916,37.317512,1.260739,0.030007,0.012956
318.000000,51.509292,-0.160915,37.319227,1.253488,0.016649,-0.027761
318.500000,51.509297,-0.160916,37.210410,1.253766,0.005007,-0.015447
319.000000,51.509303,-0.160916,37.241010,1.250843,-0.003905,-0.006963
319.500000,51.509309,-0.160917,37.316326,1.247387,-0.004302,-0.018248
320.000000,51.509315,-0.160917,37.307248,1.256969,0.002677,-0.084104
320.500000,51.509321,-0.160919,37.356083,1.258800,-0.000681,-0.026938
321.000000,51.509327,-0.160919,37.224160,1.258056,-0.017233,-0.019189
321.500000,51.509332,-0.160919,37.180040,1.229821,-0.004348,-0.008979
322.000000,51.509338,-0.160919,37.235177,1.226545,0.001911,0.056701
322.500000,51.509343,-0.160920,37.198449,1.241788,-0.022198,0.029921
323.000000,51.509349,-0.160920,37.215426,1.254077,-0.032144,0.104312
323.500000,51.509354,-0.160921,37.193855,1.252324,-0.023391,0.042768
324.000000,51.509359,-0.160921,37.205775,1.232296,0.001780,0.023239
324.500000,51.509365,-0.160922,37.146679,1.250521,-0.022694,0.015821
325.000000,51.509370,-0.160922,37.072674,1.281111,-0.048493,0.020848
325.500000,51.509376,-0.160923,37.019413,1.255945,-0.029288,0.012122
326.000000,51.509382,-0.160923,36.971828,1.252227,0.028861,0.036596
326.500000,51.509387,-0.160923,36.979795,1.261469,-0.020882,0.041047
327.000000,51.509393,-0.160923,36.989502,1.274849,-0.013863,0.040999
327.500000,51.509398,-0.160923,36.915620,1.262479,-0.013816,0.057109
328.000000,51.509404,-0.160923,36.894109,1.229976,-0.009432,0.039999
328.500000,51.509410,-0.160923,36.909228,1.238435,-0.008828,-0.028414
329.000000,51.509415,-0.160924,36.905956,1.227477,-0.018803,0.000750
329.500000,51.509421,-0.160924,36.880166,1.252583,-0.021156,-0.013179
330.000000,51.509426,-0.160924,36.922625,1.262048,0.013421,-0.039098
330.500000,51.509432,-0.160923,37.044053,1.241848,0.024075,-0.041813
331.000000,51.509437,-0.160923,37.051813,1.233377,0.027698,-0.017799
331.500000,51.509443,-0.160924,37.056887,1.268249,0.031055,-0.042359
332.000000,51.509449,-0.160923,37.031226,1.234203,-0.000268,-0.014957
332.500000,51.509455,-0.160923,37.016497,1.242701,0.013257,-0.022053
333.000000,51.509460,-0.160923,36.987140,1.274998,-0.027653,0.040648
333.500000,51.509467,-0.160922,37.025907,1.237787,0.006707,-0.039386
334.000000,51.509472,-0.160920,37.061058,1.240140,0.001110,0.019762
334.500000,51.509477,-0.160920,37.064704,1.256671,-0.019668,0.011542
335.000000,51.509483,-0.160920,37.093709,1.237966,0.003481,0.023718
335.500000,51.509489,-0.160919,37.096414,1.248575,0.009833,0.046103
336.000000,51.509495,-0.160917,37.143879,1.237927,0.001729,-0.000638
336.500000,51.509500,-0.160916,37.170234,1.241448,0.026294,0.012201
337.000000,51.509506,-0.160915,37.186213,1.264652,-0.002666,-0.033027
337.500000,51.509511,-0.160916,37.165462,1.255062,-0.019890,0.004916
338.000000,51.509517,-0.160916,37.155505,1.242433,0.018104,-0.014291
338.500000,51.509522,-0.160915,37.084026,1.254217,-0.014460,0.018442
339.000000,51.509528,-0.160915,37.049846,1.223021,0.015595,-0.018212
339.500000,51.509533,-0.160915,37.122845,1.249010,-0.009600,-0.011585
340.000000,51.509538,-0.160915,37.096575,1.242203,-0.016915,-0.011912
340.500000,51.509544,-0.160916,37.106334,1.254096,0.004739,-0.012357
341.000000,51.509549,-0.160916,37.141969,1.243821,0.026089,0.028867
341.500000,51.509556,-0.160916,37.180071,1.269431,0.000971,-0.028574
342.000000,51.509562,-0.160917,37.208864,1.275355,-0.013959,0.056893
342.500000,51.509567,-0.160917,37.141161,1.246801,-0.008781,0.023893
343.000000,51.509572,-0.160916,37.070180,1.245382,-0.001353,0.067146
343.500000,51.509578,-0.160916,37.088875,1.229472,0.011850,0.013172
344.000000,51.509585,-0.160916,37.114600,1.227518,-0.053184,-0.029919
344.500000,51.509590,-0.160916,37.115109,0.972416,-0.012762,-0.029891
345.000000,51.509595,-0.160915,37.206055,0.735863,0.016004,-0.029173
345.500000,51.509598,-0.160915,37.233396,0.490951,0.010609,-0.030819
346.000000,51.509600,-0.160915,37.212458,0.236491,0.009121,-0.038787
346.500000,51.509601,-0.160915,37.235309,0.207346,0.071700,-0.005426
347.000000,51.509602,-0.160913,37.226488,0.181285,0.129659,-0.014919
347.500000,51.509603,-0.160912,37.159834,0.163131,0.140752,0.044796
348.000000,51.509605,-0.160911,37.193434,0.105284,0.213057,-0.061640
348.500000,51.509606,-0.160909,37.177918,0.064800,0.193211,0.022013
349.000000,51.509606,-0.160908,37.144802,-0.014036,0.256589,-0.014205
349.500000,51.509607,-0.160906,37.127353,-0.046502,0.225104,0.035739
350.000000,51.509606,-0.160904,37.065759,-0.108529,0.191566,0.017660
350.500000,51.509607,-0.160902,37.078839,-0.166067,0.161807,-0.076319
351.000000,51.509606,-0.160901,37.053743,-0.214361,0.115112,-0.002373
351.500000,51.509606,-0.160900,37.024994,-0.240005,0.052301,-0.006282
352.000000,51.509605,-0.160900,36.964465,-0.242938,-0.009915,-0.013666
352.500000,51.509603,-0.160901,37.002408,-0.511934,-0.012579,-0.025294
353.000000,51.509600,-0.160901,37.008257,-0.762619,-0.031149,0.045524
353.500000,51.509597,-0.160901,37.018593,-1.039870,-0.020810,0.009179
354.000000,51.509593,-0.160901,36.980097,-1.243658,-0.042869,-0.042745
354.500000,51.509587,-0.160902,37.041693,-1.250950,0.017028,-0.029335
355.000000,51.509581,-0.160902,37.015822,-1.241396,-0.011377,-0.025105
355.500000,51.509576,-0.160903,37.012980,-1.259757,0.001768,-0.020802
356.000000,51.509570,-0.160903,37.020237,-1.243979,-0.004948,-0.008979
356.500000,51.509564,-0.160903,37.077081,-1.229682,-0.017324,-0.023757
357.000000,51.509557,-0.160904,37.122648,-1.283362,-0.004514,-0.039660
357.500000,51.509552,-0.160904,37.071822,-1.263778,0.023679,-0.076238
358.000000,51.509546,-0.160903,37.044919,-1.272424,0.036840,-0.041871
358.500000,51.509540,-0.160903,37.040584,-1.262487,0.038095,-0.039279
359.000000,51.509534,-0.160903,37.135984,-1.270900,0.014521,-0.038831
359.500000,51.509527,-0.160901,37.213219,-1.266893,0.019041,-0.020234
360.000000,51.509521,-0.160902,37.260346,-1.266614,-0.002165,-0.020451
360.500000,51.509515,-0.160902,37.314651,-1.261442,-0.001848,-0.031896
361.000000,51.509509,-0.160903,37.265033,-1.256159,-0.017134,-0.020014
361.500000,51.509504,-0.160903,37.296130,-1.251059,-0.010751,-0.047763
362.000000,51.509498,-0.160903,37.255136,-1.266136,-0.000573,0.012559
362.500000,51.509492,-0.160902,37.280284,-1.241154,-0.002216,-0.027408
363.000000,51.509487,-0.160902,37.322576,-1.270951,0.011904,-0.062365
363.500000,51.509481,-0.160902,37.313482,-1.233101,0.003293,-0.000813
364.000000,51.509474,-0.160902,37.345673,-1.237542,-0.005237,0.010980
364.500000,51.509469,-0.160902,37.298729,-1.251318,0.008979,0.004847
365.000000,51.509463,-0.160901,37.253919,-1.264122,0.017845,-0.002981
365.500000,51.509457,-0.160901,37.211763,-1.254002,0.001327,-0.029643
366.000000,51.509452,-0.160902,37.289737,-1.295551,0.001412,-0.004424
366.500000,51.509446,-0.160903,37.256753,-1.249726,0.015898,0.017578
367.000000,51.509440,-0.160904,37.301244,-1.238667,0.007495,0.004009
367.500000,51.509434,-0.160904,37.345782,-1.257236,0.047854,0.015006
368.000000,51.509428,-0.160904,37.285286,-1.251932,0.010545,0.014152
368.500000,51.509422,-0.160904,37.285925,-1.245035,0.003607,-0.006343
369.000000,51.509416,-0.160905,37.288664,-1.247281,-0.026949,0.006453
369.500000,51.509411,-0.160905,37.308694,-1.260304,0.026258,-0.038298
370.000000,51.509405,-0.160904,37.310863,-1.234894,0.007152,0.014598
370.500000,51.509400,-0.160904,37.259485,-1.221910,0.004484,-0.007994
371.000000,51.509394,-0.160904,37.246997,-1.239923,0.002651,-0.001087
